DrugID,CUI,name,AvgFrequency,StandardDeviation
DB00181,C0042963,Vomiting,9,11
DB04574,C0023218,Cramps_of_lower_extremities,12,19
DB00338,C0009676,Confusional_state,0,0
DB01254,C0015230,Rash,11,7
DB00268,C0011253,Delusion,26,29
DB01175,C0233472,Affect_lability,0,0
DB00285,C0000737,Abdominal_pain,4,2
DB00975,C0003467,Anxiety,0,0
DB00230,C0338831,Mania,0,0
DB01215,C0034150,Purpura,0,0
DB01367,C0042963,Vomiting,16,22
DB00555,C0012833,Dizziness,15,16
DB08567,C0032617,Polyuria,1,0
DB00688,C0085682,Hypophosphataemia,9,5
DB00315,C0033774,Pruritus,1,0
DB05508,C0034150,Purpura,0,0
DB01136,C1443060,Feeling_abnormal,1,0
DB00642,C0014518,Toxic_epidermal_necrolysis,0,0
DB01224,C0022660,Renal_failure_acute,0,0
DB00816,C0013604,Oedema,1,0
DB08002,C0001824,Agranulocytosis,0,0
DB00341,C0002622,Amnesia,0,0
DB01184,C0040479,Torsade_de_pointes,0,0
DB07998,C0015967,Body_temperature_increased,50,0
DB00949,C0232461,Increased_appetite,1,0
DB07600,C0151798,Hepatic_necrosis,0,0
DB01194,C0155169,Ocular_hyperaemia,0,0
DB00285,C0037036,Salivary_hypersecretion,0,0
DB01592,C0020580,Hypoaesthesia,0,0
DB00273,C0227791,Vaginal_discharge,1,1
DB00441,C0015967,Body_temperature_increased,22,21
DB00644,C0553713,Breast_pain_female,7,2
DB01072,C0015663,Fasting,0,0
DB00381,C0011849,Diabetes_mellitus,0,0
DB08873,C0040136,Thyroid_neoplasm,0,0
DB00528,C0231528,Myalgia,0,0
DB00254,C0948873,Flu_symptoms,15,5
DB07799,C0002874,Aplastic_anaemia,0,0
DB00996,C0919980,VIIth_nerve_paralysis,1,0
DB00989,C0022408,Arthropathy,1,0
DB07554,C0333355,Mucosal_inflammation,33,25
DB00230,C0281981,Skin_mass,0,0
DB00244,C0011570,Depression,0,0
DB00585,C0015230,Rash,2,0
DB00459,C0700590,Sweating_increased,0,0
DB01024,C0042029,Urinary_tract_infection,28,10
DB00230,C0033247,Proctocolitis,0,0
DB00674,C0023218,Cramps_of_lower_extremities,26,35
DB06616,C0004093,Asthenia,24,0
DB00989,C0034150,Purpura,26,29
DB01186,C0018965,Haematuria,17,26
DB00843,C0018524,Hallucination,1,1
DB00370,C1456784,Paranoia,1,0
DB01181,C0036572,Convulsion,0,0
DB00296,C0030193,Pain,6,5
DB00669,C0231530,Muscle_twitching,0,0
DB00543,C0034150,Purpura,0,0
DB00510,C0011991,Diarrhoea,13,6
DB01155,C0041657,Loss_of_consciousness,0,0
DB01167,C0025345,Menstrual_disorder,0,0
DB00650,C0424790,Rigors,0,0
DB00346,C1384353,Infestation,5,2
DB00341,C0037274,Skin_disorder,0,0
DB01029,C0013395,Dyspepsia,1,1
DB00315,C0023218,Cramps_of_lower_extremities,1,0
DB00661,C0039231,Tachycardia,1,1
DB00490,C0042109,Urticaria,0,0
DB08873,C0243026,Sepsis,0,0
DB00460,C0015967,Body_temperature_increased,1,0
DB00582,C0009676,Confusional_state,50,0
DB00323,C0041657,Loss_of_consciousness,4,1
DB01006,C0009806,Constipation,7,11
DB00906,C0855242,Disturbance_in_sexual_arousal,1,0
DB00230,C0265101,Carotid_artery_occlusion,0,0
DB01413,C0019080,Haemorrhage,0,0
DB01400,C0235063,Respiratory_depression,0,0
DB00250,C0041834,Erythema,5,3
DB01166,C0750394,White_blood_cell_count_decreased,0,0
DB00899,C1704431,Electrolyte_disturbance,1,1
DB00531,C0282488,Cystitis_interstitial,0,0
DB00282,C0042075,Urinary_tract_disorder,0,0
DB08769,C0031350,Pharyngitis,2,1
DB00197,C0012833,Dizziness,0,0
DB00293,C0043096,Weight_decreased,4,0
DB00215,C0004093,Asthenia,5,5
DB00714,C0027441,Nasopharyngitis,10,14
DB00535,C2973529,Leukocytoclastic_vasculitis,0,0
DB01062,C0242350,Erectile_dysfunction,0,0
DB00248,C0235431,Blood_creatinine_increased,0,0
DB00740,C0428977,Bradycardia,0,0
DB00404,C0522042,Loss_of_control_of_legs,1,0
DB00404,C0037763,Muscle_spasms,18,28
DB00633,C3665347,Visual_impairment,0,0
DB00268,C0151754,Lactic_dehydrogenase_activity_increased,1,0
DB00906,C0039231,Tachycardia,50,0
DB00230,C0520887,Electrocardiogram_ST_segment_depression,0,0
DB00481,C0687713,Gastrointestinal_pain,13,9
DB01008,C0376545,Haematological_malignancy,0,0
DB00181,C1258215,Ileus,1,0
DB00688,C0037199,Sinusitis,16,7
DB08873,C0233414,Disturbance_in_attention,50,0
DB01175,C0259749,Autonomic_neuropathy,7,2
DB01267,C0497247,Blood_pressure_increased,1,0
DB00612,C0018681,Headache,15,17
DB00783,C0007787,Transient_ischaemic_attack,0,0
DB01175,C0043037,Common_wart,1,0
DB00230,C0162830,Photosensitivity_reaction,1,0
DB00559,C0015230,Rash,0,0
DB00230,C0270458,Psychotic_depression,0,0
DB00246,C0020580,Hypoaesthesia,14,23
DB00952,C0020456,Hyperglycaemia,0,0
DB00564,C0221269,Pseudolymphoma,0,0
DB01115,C0344232,Vision_blurred,0,0
DB07600,C0013395,Dyspepsia,12,8
DB00203,C0041834,Erythema,3,2
DB01013,C0877661,Application_site_burn,32,17
DB00924,C0004245,Atrioventricular_block,0,0
DB00590,C0033117,Priapism,0,0
DB00437,C0231528,Myalgia,0,0
DB00307,C0010200,Cough,4,3
DB00783,C0007859,Neck_pain,3,2
DB01275,C0042384,Vasculitis,1,0
DB00268,C0404521,Vaginal_infection,1,0
DB00404,C0546947,Choking_sensation,1,0
DB08864,C0151905,Alanine_aminotransferase_increased,2,0
DB00370,C0404521,Vaginal_infection,1,0
DB06288,C0013384,Dyskinesia,14,23
DB00688,C0231528,Myalgia,11,2
DB01224,C0392386,Platelet_count_decreased,0,0
DB00843,C0006625,Cachexia,1,0
DB08932,C0009450,Infection,55,0
DB01222,C0852792,Blood_cortisol_decreased,2,2
DB01002,C0042963,Vomiting,10,3
DB00674,C0017160,Gastroenteritis,1,0
DB00649,C0009782,Connective_tissue_disorder,0,0
DB00323,C0025289,Meningitis,0,0
DB00230,C0019572,Hirsutism,1,0
DB08873,C0008325,Cholecystitis,0,0
DB00338,C0001824,Agranulocytosis,0,0
DB00715,C0234215,Discomfort,18,25
DB00692,C0004093,Asthenia,25,29
DB00864,C1619712,Procedural_pain,28,1
DB01059,C0235431,Blood_creatinine_increased,0,0
DB00669,C0015967,Body_temperature_increased,0,0
DB00230,C0345904,Hepatic_cancer,0,0
DB05347,C1260880,Rhinorrhoea,2,0
DB00390,C0027497,Nausea,3,1
DB00996,C0027441,Nasopharyngitis,2,0
DB00715,C0007867,Cervix_disorder,0,0
DB00320,C0232462,Decreased_appetite,0,0
DB03261,C0748536,Scleral_haemorrhage,1,0
DB01156,C0030305,Pancreatitis,0,0
DB00476,C0011175,Dehydration,0,0
DB00203,C0032285,Pneumonia,7,0
DB01610,C0031542,Phlebitis,6,0
DB00640,C0042109,Urticaria,0,0
DB00960,C0015672,Fatigue,5,2
DB01586,C0031350,Pharyngitis,5,2
DB00700,C0020625,Hyponatraemia,1,0
DB00564,C0015967,Body_temperature_increased,0,0
DB01050,C0014457,Eosinophilia,24,1
DB00419,C0442874,Neuropathy,4,0
DB04835,C0003467,Anxiety,4,1
DB01175,C0085583,Choreoathetosis,0,0
DB00268,C0018944,Haematoma,17,26
DB00783,C0855242,Disturbance_in_sexual_arousal,0,0
DB00484,C0014236,Endophthalmitis,18,7
DB06772,C0013404,Dyspnoea,1,0
DB08889,C0042963,Vomiting,8,11
DB00369,C1384666,Hearing_impaired,0,0
DB00480,C0235490,Peripheral_ischaemia,0,0
DB00230,C0001623,Adrenal_insufficiency,0,0
DB00425,C0034186,Pyelonephritis,0,0
DB01009,C0036690,Septicemia,0,0
DB00262,C0015732,Faecal_incontinence,1,0
DB00558,C0014742,Erythema_multiforme,0,0
DB00669,C0018991,Hemiplegia,0,0
DB00334,C0854082,Blood_prolactin_increased,51,5
DB00362,C1384353,Infestation,49,16
DB07566,C0043352,Dry_mouth,6,5
DB00828,C1384666,Hearing_impaired,0,0
DB00399,C0020453,Hyperaesthesia,0,0
DB01097,C0014457,Eosinophilia,0,0
DB06616,C0151904,Aspartate_aminotransferase_increased,5,0
DB00246,C0027497,Nausea,7,3
DB07799,C0032617,Polyuria,50,0
DB00934,C0917801,Insomnia,2,0
DB00649,C1142358,Lactic_acidosis_syndrome,0,0
DB00428,C0041834,Erythema,0,0
DB00268,C0011849,Diabetes_mellitus,1,0
DB00715,C0020514,Hyperprolactinaemia,0,0
DB00273,C0037274,Skin_disorder,2,1
DB00560,C2242588,Traumatic_liver_injury,1,0
DB00952,C0428977,Bradycardia,0,0
DB01129,C0019158,Hepatitis,0,0
DB00181,C0855775,Pulmonary_function_test_decreased,50,0
DB00843,C0235939,Crying_abnormal,50,0
DB00234,C0012833,Dizziness,7,3
DB01175,C0020625,Hyponatraemia,0,0
DB00715,C1262144,Increased_bronchial_secretion,0,0
DB00906,C0007642,Cellulitis,1,0
DB00275,C0039231,Tachycardia,1,0
DB00909,C0034065,Pulmonary_embolism,0,0
DB08567,C0235086,Muscle_contractions_involuntary,0,0
DB01211,C0018939,Blood_disorder,0,0
DB00681,C0001824,Agranulocytosis,0,0
DB00975,C0004238,Atrial_fibrillation,0,0
DB00287,C2047937,Ill-defined_disorder,1,0
DB01204,C0235431,Blood_creatinine_increased,13,0
DB01262,C0008031,Chest_pain,6,1
DB01162,C0015967,Body_temperature_increased,0,0
DB00669,C0038990,Sweating,7,18
DB00472,C0011570,Depression,12,4
DB00700,C0235431,Blood_creatinine_increased,1,0
DB00290,C0015967,Body_temperature_increased,50,0
DB00620,C0042963,Vomiting,2,1
DB00853,C2047937,Ill-defined_disorder,26,34
DB00268,C0011603,Dermatitis,22,27
DB00882,C0002902,Anencephaly,0,0
DB01030,C0003123,Anorexia,10,14
DB00294,C0038999,Swelling,1,0
DB00740,C0033860,Psoriasis,1,0
DB00412,C0011603,Dermatitis,0,0
DB01267,C0043049,Water_intoxication,0,0
DB00343,C0027051,Myocardial_infarction,0,0
DB01262,C0004093,Asthenia,26,18
DB04868,C0542571,Face_oedema,1,0
DB00740,C0042510,Ventricular_fibrillation,0,0
DB00560,C0267792,Hepatobiliary_disease,0,0
DB00669,C0033774,Pruritus,0,0
DB01042,C0002170,Alopecia,53,3
DB00334,C0022568,Keratitis,0,0
DB06201,C0002871,Anaemia,50,0
DB01211,C0021051,Immunodeficiency,0,0
DB00718,C0595916,Nephropathy_toxic,0,0
DB00402,C3263723,Injury,1,2
DB01136,C1565489,Renal_impairment,2,1
DB08764,C1456865,Calculus_ureteric,0,0
DB01186,C0037287,Skin_nodule,0,0
DB00425,C0851578,Sleep_disorder,1,0
DB00425,C0242350,Erectile_dysfunction,0,0
DB00906,C0018021,Goitre,1,0
DB00289,C0023380,Lethargy,4,3
DB00270,C0232487,Abdominal_discomfort,2,1
DB01044,C0020617,Hypoglycaemic_coma,0,0
DB00316,C0011991,Diarrhoea,1,0
DB00783,C0340865,Anaphylactoid_reaction,0,0
DB05508,C0027769,Nervousness,2,2
DB00422,C0205204,Scab,0,0
DB05812,C0009938,Contusion,0,0
DB00303,C1096460,Infusion_site_phlebitis,2,1
DB00727,C0036974,Shock,1,2
DB00776,C0029456,Osteoporosis,0,0
DB01012,C0002994,Angioedema,0,0
DB00740,C0017178,Gastrointestinal_disorder,17,2
DB00224,C0011849,Diabetes_mellitus,0,0
DB01255,C0009806,Constipation,0,0
DB00480,C0022116,Ischaemia,0,0
DB00582,C0029134,Optic_neuritis,1,0
DB00989,C0030193,Pain,26,29
DB01204,C0948586,Protein_urine_present,6,0
DB00853,C0314719,Dry_eye,1,0
DB00476,C0314719,Dry_eye,0,0
DB00962,C0008031,Chest_pain,34,29
DB00230,C0034359,Pyuria,1,0
DB00715,C0004604,Back_pain,13,20
DB00740,C1142135,Muscle_relaxant_therapy,0,0
DB00531,C0428974,Arrhythmia_supraventricular,0,0
DB00395,C0042571,Vertigo,0,0
DB00273,C0233407,Disorientation,2,1
DB02444,C0011168,Dysphagia,6,3
DB00334,C0162835,Leukoderma,0,0
DB00641,C0542476,Forgetfulness,0,0
DB00362,C0162429,Malnutrition,32,17
DB01195,C0008370,Cholestasis,0,0
DB08567,C0042384,Vasculitis,0,0
DB01367,C0042109,Urticaria,1,0
DB00230,C0036572,Convulsion,1,0
DB07998,C0015230,Rash,28,25
DB00813,C0278080,Dependence_physiological,0,0
DB00749,C0003811,Arrhythmia,0,0
DB01008,C0020433,Hyperbilirubinaemia,49,0
DB01001,C0017178,Gastrointestinal_disorder,2,0
DB08906,C0009763,Conjunctivitis,2,1
DB00246,C2979982,Vaginal_haemorrhage,0,0
DB00268,C0549373,Laryngeal_pain,50,0
DB06637,C0013395,Dyspepsia,2,1
DB08889,C0024312,Lymphopenia,14,10
DB00230,C0035317,Retinal_haemorrhage,0,0
DB00091,C0019080,Haemorrhage,0,0
DB07600,C0917801,Insomnia,22,16
DB01367,C0700345,Vulvovaginal_candidiasis,1,0
DB00906,C0151908,Dry_skin,50,0
DB00814,C0037274,Skin_disorder,2,1
DB00307,C0012833,Dizziness,23,25
DB01001,C0020621,Hypokalaemia,0,0
DB08881,C0423791,Rash_maculo-papular,6,7
DB00289,C0541798,Terminal_insomnia,50,0
DB00673,C0027947,Neutropenia,4,1
DB01248,C0021843,Intestinal_obstruction,0,0
DB00749,C0035078,Renal_failure,0,0
DB01118,C0011991,Diarrhoea,1,0
DB00688,C0011603,Dermatitis,19,2
DB01610,C0032787,Postoperative_complications_NOS,7,6
DB00715,C0017178,Gastrointestinal_disorder,17,26
DB05347,C1443060,Feeling_abnormal,14,19
DB00564,C0018965,Haematuria,0,0
DB00381,C0013604,Oedema,6,5
DB00334,C0040822,Tremor,3,2
DB00853,C0042963,Vomiting,20,17
DB01359,C0020458,Hyperhidrosis,1,1
DB00734,C0002884,Hypochromic_anaemia,1,0
DB00783,C0006142,Breast_cancer,0,0
DB01186,C0004093,Asthenia,20,24
DB00338,C2973529,Leukocytoclastic_vasculitis,0,0
DB00734,C0151464,Injection_site_abscess,0,0
DB00277,C0233407,Disorientation,9,2
DB00275,C0917801,Insomnia,1,1
DB07600,C0040485,Torticollis,0,0
DB00564,C2830004,Somnolence,25,20
DB00469,C0037317,Sleep_disturbance,0,0
DB01175,C0151889,Hyperreflexia,1,0
DB00338,C0020625,Hyponatraemia,0,0
DB00535,C0002792,Anaphylactic_shock,0,0
DB01059,C0011606,Dermatitis_exfoliative,0,0
DB00998,C0235086,Muscle_contractions_involuntary,1,0
DB04876,C0020615,Hypoglycaemia,26,29
DB00864,C0085932,Dermatitis_bullous,2,2
DB05347,C0012833,Dizziness,50,0
DB00181,C0027424,Nasal_congestion,0,0
DB01254,C0040822,Tremor,1,0
DB00697,C0017601,Glaucoma,26,29
DB01238,C0013384,Dyskinesia,0,1
DB00480,C0700502,Primary_hypothyroidism,29,25
DB00989,C0017601,Glaucoma,1,0
DB00472,C1456784,Paranoia,1,0
DB01136,C0018801,Cardiac_failure,19,12
DB00459,C0235490,Peripheral_ischaemia,0,0
DB01115,C0009806,Constipation,2,1
DB00656,C0240182,Leukonychia,0,0
DB00989,C0023067,Laryngitis,1,0
DB08567,C0027765,Nervous_system_disorder,0,0
DB00982,C0027497,Nausea,0,0
DB00512,C0000737,Abdominal_pain,15,0
DB00261,C0085649,Oedema_peripheral,8,0
DB00642,C0009806,Constipation,16,16
DB00289,C0010200,Cough,9,2
DB00982,C0014742,Erythema_multiforme,0,0
DB00495,C1325847,Sensitisation,0,0
DB01200,C0016059,Fibrosis,0,0
DB00334,C1263960,Diabetic_coma,0,0
DB00967,C0013404,Dyspnoea,0,0
DB01211,C0004604,Back_pain,1,0
DB01267,C0015672,Fatigue,8,17
DB00762,C0042401,Vasodilation,6,8
DB00091,C0151578,Creatinine_increased,12,10
DB00363,C0032285,Pneumonia,0,0
DB00724,C0234233,Tenderness,2,1
DB01181,C0855335,Electrocardiogram_ST_segment_abnormal,0,0
DB01241,C0013595,Eczema,2,0
DB00268,C0149931,Migraine,26,29
DB08567,C0042345,Varicose_vein,0,0
DB00715,C0024902,Breast_pain,1,0
DB00814,C0017181,Gastrointestinal_haemorrhage,0,0
DB00715,C0019214,Hepatosplenomegaly,0,0
DB00559,C0043144,Wheezing,2,0
DB00989,C0242301,Furuncle,1,0
DB01258,C0012833,Dizziness,50,0
DB00915,C0018802,Cardiac_failure_congestive,0,0
DB00230,C0027765,Nervous_system_disorder,0,0
DB00688,C0153251,Respiratory_moniliasis,5,1
DB02351,C0013404,Dyspnoea,0,0
DB02351,C0151701,Pulmonary_haemorrhage,0,0
DB00091,C2712871,Gout_attack,0,0
DB00915,C0264490,Acute_respiratory_failure,0,0
DB00369,C0042963,Vomiting,28,32
DB00285,C2979982,Vaginal_haemorrhage,1,0
DB00552,C0038990,Sweating,13,7
DB03261,C2129214,Loose_stools,8,6
DB01218,C0027497,Nausea,7,4
DB00214,C0038325,Stevens-Johnson_syndrome,0,0
DB00922,C0162429,Malnutrition,50,0
DB00216,C0002962,Angina_pectoris,0,0
DB00843,C0151849,Phosphatase_alkaline_increased,50,0
DB00315,C0042075,Urinary_tract_disorder,0,0
DB00693,C2047937,Ill-defined_disorder,0,0
DB01137,C0015967,Body_temperature_increased,0,0
DB00641,C1368065,Vascular_purpura,0,0
DB00480,C0085649,Oedema_peripheral,19,16
DB00554,C0035078,Renal_failure,0,0
DB00811,C0014394,Enuresis,50,0
DB01212,C0042267,Vaginal_inflammation,1,0
DB00315,C0004134,Ataxia,0,0
DB00577,C0151766,Liver_function_test_abnormal,0,0
DB00564,C0014743,Erythema_nodosum,0,0
DB08911,C0151662,Gamma-glutamyltransferase_increased,30,22
DB01101,C1258215,Ileus,3,2
DB01175,C0020456,Hyperglycaemia,0,0
DB00419,C0030196,Pain_in_extremity,4,6
DB00252,C0029408,Osteoarthritis,18,29
DB00700,C0033687,Proteinuria,17,5
DB07438,C0011991,Diarrhoea,15,18
DB06288,C0002453,Amenorrhoea,1,2
DB08311,C0009763,Conjunctivitis,0,0
DB07774,C0002994,Angioedema,0,0
DB00422,C0013595,Eczema,0,0
DB06684,C0017160,Gastroenteritis,2,1
DB00768,C2047937,Ill-defined_disorder,0,0
DB01265,C0151576,Creatine_phosphokinase_increased,8,2
DB00268,C0235889,Arthritis_aggravated,26,35
DB00287,C0235266,Eye_irritation,50,0
DB00203,C0011991,Diarrhoea,8,6
DB00230,C0003507,Aortic_valve_stenosis,0,0
DB00843,C0008031,Chest_pain,18,25
DB00548,C0013604,Oedema,0,0
DB00997,C0010709,Cyst,0,0
DB00811,C0033581,Prostatitis,50,0
DB00297,C0221780,Rectal_discharge,1,1
DB07600,C1456329,Stomach_dilation_procedure,0,0
DB01029,C0009782,Connective_tissue_disorder,0,0
DB00506,C0262397,Breast_tenderness,12,4
DB00285,C0151937,Tendon_rupture,0,0
DB00681,C0041834,Erythema,0,0
DB00334,C0038663,Suicide_attempt,1,0
DB01097,C0243026,Sepsis,0,0
DB00909,C0151786,Muscular_weakness,1,0
DB00334,C0019521,Hiccups,0,0
DB01592,C0013604,Oedema,0,0
DB00285,C0151786,Muscular_weakness,1,0
DB00242,C0030193,Pain,28,26
DB00502,C0022346,Jaundice,0,0
DB01025,C0242429,Throat_sore,1,0
DB04574,C0042963,Vomiting,0,0
DB08002,C0040479,Torsade_de_pointes,0,0
DB00370,C0178298,Unspecified_disorder_of_skin_and_subcutaneous_tissue,0,0
DB02638,C0236075,Menopausal_symptoms,0,0
DB00555,C0002871,Anaemia,0,0
DB01150,C0000737,Abdominal_pain,1,0
DB02174,C0042075,Urinary_tract_disorder,11,8
DB00334,C0151315,Neck_stiffness,1,1
DB01166,C1458140,Bleeding_tendency,0,0
DB00996,C1760428,Suicidal_behaviour,0,0
DB08873,C0030305,Pancreatitis,1,0
DB08877,C0019360,Herpes_zoster,7,16
DB01136,C0574067,Cough_increased,4,3
DB07566,C0028084,Nightmare,4,4
DB00335,C0020651,Orthostatic_hypotension,3,2
DB00315,C0151786,Muscular_weakness,1,1
DB00992,C0033774,Pruritus,9,8
DB04635,C0016658,Fracture,0,0
DB01267,C0020672,Body_temperature_decreased,0,0
DB00268,C0006144,Breast_cyst,1,0
DB00218,C0151766,Liver_function_test_abnormal,1,0
DB08899,C0600142,Hot_flush,8,9
DB00586,C0017152,Gastritis,0,0
DB00813,C0184567,Acute_pain,0,0
DB00476,C0085606,Micturition_urgency,0,0
DB00996,C0206504,Tympanic_membrane_perforation,0,0
DB00665,C0010200,Cough,2,0
DB02000,C0220981,Metabolic_acidosis,50,0
DB00425,C0403632,Cystitis_noninfective,1,0
DB03786,C0239571,Foetor_hepaticus,0,0
DB01320,C0026848,Myopathy,1,0
DB00285,C0235146,Euphoric_mood,1,0
DB00996,C0024902,Breast_pain,0,0
DB00196,C0027947,Neutropenia,0,0
DB01083,C0042029,Urinary_tract_infection,5,3
DB01175,C0026961,Mydriasis,0,0
DB02638,C0235248,Vasoconstriction_peripheral,0,0
DB01224,C0006325,Bruxism,1,0
DB00675,C0014742,Erythema_multiforme,0,0
DB00402,C0013404,Dyspnoea,1,0
DB05013,C0018681,Headache,18,25
DB00804,C0080274,Urinary_retention,0,0
DB00518,C0020517,Hypersensitivity,0,0
DB00425,C0039503,Tendonitis,0,0
DB00230,C1279296,Chronic_leukaemia,0,0
DB05314,C0033774,Pruritus,1,1
DB07417,C0854456,Cellulitis_gangrenous,0,0
DB00214,C0014518,Toxic_epidermal_necrolysis,0,0
DB01167,C0015397,Eye_disorder,0,0
DB08889,C0085649,Oedema_peripheral,8,12
DB00843,C0024894,Mastitis,1,0
DB01167,C0042963,Vomiting,4,3
DB03261,C0206062,Interstitial_lung_disease,0,0
DB04868,C0852795,Blood_insulin_increased,50,0
DB00535,C0022658,Nephropathy,0,0
DB00334,C0027932,Neurosis,0,1
DB00273,C0000731,Abdominal_distension,0,1
DB01095,C3665347,Visual_impairment,1,1
DB00569,C0151905,Alanine_aminotransferase_increased,2,2
DB01149,C0009763,Conjunctivitis,1,0
DB01060,C0033774,Pruritus,1,0
DB01175,C0424790,Rigors,1,0
DB00490,C0267596,Rectal_haemorrhage,1,0
DB03125,C0025290,Meningitis_aseptic,0,0
DB00684,C0006277,Bronchitis,2,1
DB00633,C0039971,Thirst,1,1
DB01175,C0522224,Paralysis,0,0
DB01043,C0242422,Parkinsonism,0,0
DB00740,C0011849,Diabetes_mellitus,1,0
DB00495,C0011168,Dysphagia,0,0
DB00715,C0017168,Gastrooesophageal_reflux_disease,1,0
DB00640,C0041657,Loss_of_consciousness,0,0
DB07600,C0011991,Diarrhoea,17,18
DB07554,C0010200,Cough,50,0
DB00216,C0423791,Rash_maculo-papular,0,0
DB01222,C0004936,Mental_disorder,0,0
DB00254,C0034103,Pulpitis_dental,1,1
DB00983,C0020538,Hypertension,0,0
DB00476,C0877322,Muscle_tightness,13,23
DB02392,C0022660,Renal_failure_acute,0,0
DB00746,C0002792,Anaphylactic_shock,0,0
DB00724,C0041912,Upper_respiratory_tract_infection,5,6
DB01062,C0429774,Residual_urine_volume,3,1
DB00402,C0018681,Headache,16,3
DB00218,C0036572,Convulsion,1,0
DB00222,C0020625,Hyponatraemia,0,0
DB07998,C0235267,Eye_redness,50,0
DB01149,C0037036,Salivary_hypersecretion,0,0
DB01006,C0034065,Pulmonary_embolism,0,0
DB05318,C0027497,Nausea,3,2
DB00555,C0017565,Gingival_bleeding,0,0
DB00724,C0034152,Henoch-Schonlein_purpura,0,0
DB00252,C0001122,Acidosis,1,0
DB00715,C0006852,Vaginal_moniliasis,1,0
DB00334,C0020615,Hypoglycaemia,1,0
DB01101,C0024312,Lymphopenia,54,29
DB00571,C0004093,Asthenia,3,3
DB01220,C0009806,Constipation,5,1
DB00686,C0042963,Vomiting,1,1
DB01059,C0035078,Renal_failure,0,0
DB00899,C0019079,Haemoptysis,1,1
DB08567,C0042373,Angiopathy,0,0
DB00502,C0013404,Dyspnoea,0,0
DB00445,C0020517,Hypersensitivity,0,0
DB08567,C0009421,Coma,0,0
DB00472,C0019572,Hirsutism,0,0
DB00853,C0042109,Urticaria,0,0
DB02351,C0019065,Peritoneal_haemorrhage,0,0
DB08912,C0020437,Hypercalcaemia,8,8
DB08896,C0027947,Neutropenia,2,2
DB00659,C0011124,Libido_decreased,50,0
DB07998,C0002170,Alopecia,28,26
DB01156,C1306341,Mental_disability,5,3
DB00715,C0013537,Eclampsia,0,0
DB00911,C0012833,Dizziness,1,0
DB01115,C0018681,Headache,14,7
DB01060,C0035078,Renal_failure,0,0
DB00503,C0039070,Syncope,1,1
DB05488,C0003123,Anorexia,1,0
DB00448,C0151472,Albumin_globulin_ratio_abnormal,0,0
DB01132,C3263723,Injury,2,0
DB00363,C0038220,Status_epilepticus,0,0
DB00697,C0019158,Hepatitis,0,0
DB01101,C0006625,Cachexia,0,0
DB01255,C0014518,Toxic_epidermal_necrolysis,0,0
DB00262,C0020649,Hypotension,2,1
DB00510,C0031350,Pharyngitis,6,2
DB00207,C0004093,Asthenia,1,2
DB00246,C0018418,Gynaecomastia,0,0
DB00307,C0007971,Cheilitis,5,0
DB00742,C0018681,Headache,3,3
DB01024,C0917801,Insomnia,36,12
DB00989,C2364111,Ageusia,1,0
DB00496,C0039070,Syncope,0,0
DB00246,C0037763,Muscle_spasms,1,0
DB00887,C0235431,Blood_creatinine_increased,7,0
DB00181,C0002170,Alopecia,1,0
DB00425,C0037301,Skin_wrinkling,0,1
DB00603,C0015230,Rash,1,0
DB00494,C0011991,Diarrhoea,18,20
DB01413,C0549249,Depressed_level_of_consciousness,0,0
DB00669,C0013428,Dysuria,0,0
DB01059,C0042109,Urticaria,0,0
DB01186,C0678222,Carcinoma_breast,1,0
DB01220,C0037763,Muscle_spasms,8,1
DB00480,C0232910,Teratogenicity,0,0
DB00734,C0750876,Phlebitis_superficial,0,0
DB00396,C0029927,Ovarian_cyst,0,0
DB08734,C0011570,Depression,13,23
DB00207,C0006840,Candida_infection,0,0
DB01062,C0033975,Psychotic_disorder,0,0
DB00734,C0021843,Intestinal_obstruction,0,0
DB00338,C0000737,Abdominal_pain,11,19
DB00555,C0021400,Influenza,5,2
DB00669,C0019521,Hiccups,0,0
DB01413,C0040034,Thrombocytopenia,0,0
DB00564,C0017672,Glossodynia,0,0
DB00442,C0017178,Gastrointestinal_disorder,25,29
DB00273,C0029408,Osteoarthritis,3,2
DB00586,C0023066,Laryngospasm,0,0
DB00455,C0027769,Nervousness,3,1
DB00556,C0006266,Bronchospasm,0,0
DB01137,C1527358,Phototoxicity,0,0
DB00997,C0006849,Oral_candidiasis,11,19
DB05812,C0085682,Hypophosphataemia,13,8
DB01440,C0003467,Anxiety,1,1
DB00207,C0023530,Leukopenia,0,0
DB04572,C0015967,Body_temperature_increased,6,0
DB01128,C0022346,Jaundice,25,29
DB00399,C0006826,Neoplasm_malignant,12,10
DB00476,C0042963,Vomiting,4,1
DB00555,C0232462,Decreased_appetite,2,1
DB00932,C0151905,Alanine_aminotransferase_increased,4,4
DB00918,C0700590,Sweating_increased,1,0
DB00230,C0878544,Cardiomyopathy,0,0
DB00555,C0235146,Euphoric_mood,1,0
DB00962,C0036454,Scotoma,0,0
DB04868,C0232462,Decreased_appetite,12,20
DB01059,C0022354,Jaundice_cholestatic,0,0
DB07554,C0149745,Mouth_ulceration,50,0
DB00334,C0853034,Blood_creatine_phosphokinase_increased,0,0
DB00323,C0042267,Vaginal_inflammation,1,0
DB00669,C0085632,Apathy,0,0
DB08864,C0012833,Dizziness,4,3
DB00254,C0009443,Common_cold,22,4
