HPOID,Name,CUI,DBpedia_URI,,
,Ear_haemorrhage,C0271412,http://dbpedia.org/resource/Internal_bleeding,,
,Psoriasis_flare-up,C0235763,http://dbpedia.org/resource/Psoriasis,,
,Oesophageal_pain,C0221727,http://dbpedia.org/resource/Esophageal_varices,,
,Nephropathy_toxic,C0595916,http://dbpedia.org/resource/Kidney_disease,,
,Superficial_phlebothrombosis,C0235511,http://dbpedia.org/resource/Phlebothrombosis,,
,Tonic_clonic_movements,C0919909,http://dbpedia.org/resource/Tonic–clonic_seizure,,
,Salivary_gland_swelling,C0240925,http://dbpedia.org/resource/Salivary_gland,,
,Peroneal_nerve_palsy,C0270810,http://dbpedia.org/resource/Common_peroneal_nerve,,
,Haemorrhagic_disorder,C0019087,http://dbpedia.org/resource/Viral_hemorrhagic_fever,,
,Porphyria_non-acute,C0853026,http://dbpedia.org/resource/Acute_intermittent_porphyria,,
,Cervix_disorder,C0007867,http://dbpedia.org/resource/Cervical_ectropion,,
,Occult_blood_positive,C0877047,http://dbpedia.org/resource/Occult_blood,,
,Numbness,C0028643,http://dbpedia.org/resource/Hypoesthesia,,
,Psychomotor_retardation,C0424230,http://dbpedia.org/resource/Psychomotor_retardation,,
,Medication_residue_present,C3665818,http://dbpedia.org/resource/Residue,,
,Faecal_occult_blood_positive,C0266813,http://dbpedia.org/resource/Occult_blood,,
,Duodenitis,C0013298,http://dbpedia.org/resource/Duodenitis,,
,Heart_rate_irregular,C0237314,http://dbpedia.org/resource/Heart_rate,,
,Catheter_related_infection,C0860239,http://dbpedia.org/resource/Catheter,,
,Loss_of_libido,C2981158,http://dbpedia.org/resource/Loss_of_libido,,
,Hemiplegia_transient,C0521662,http://dbpedia.org/resource/Hemiplegia,,
,Floppy_iris_syndrome,C1735601,http://dbpedia.org/resource/Intraoperative_floppy_iris_syndrome,,
,Anal_irritation,C1735348,http://dbpedia.org/resource/Irritation,,
,Necrotising_colitis,C0948692,http://dbpedia.org/resource/Necrotising_hepatopancreatitis,,
,Vasculitis_necrotising,C1318520,http://dbpedia.org/resource/Vasculitis,,
,Neck_injury,C0027531,http://dbpedia.org/resource/Injury,,
,Tenosynovitis,C0039520,http://dbpedia.org/resource/Tenosynovitis,,
,Urolithiasis,C0451641,http://dbpedia.org/resource/Urolithiasis,,
,Pain_localised,C0520962,http://dbpedia.org/resource/Morphea,,
,Candiduria,C0403723,http://dbpedia.org/resource/Scopula_candidaria,,
,Skin_lesion,C0037284,http://dbpedia.org/resource/Lesion,,
,Feeling_cold,C0234192,http://dbpedia.org/resource/Cold_Feeling,,
,Lassitude,C0086525,http://dbpedia.org/resource/Lassitude_(song),,
,Thyroid_disorder,C0040128,http://dbpedia.org/resource/Thyroid_dysgenesis,,
,Tranquillisation_excessive,C0235194,http://dbpedia.org/resource/Excessive_Force,,
,Coronary_stent_thrombosis,C1536080,http://dbpedia.org/resource/Coronary_thrombosis,,
,Necrosis,C0027540,http://dbpedia.org/resource/Necrosis_(film),,
,Tachyarrhythmia,C0080203,http://dbpedia.org/resource/Tachycardia,,
,Post_procedural_haemorrhage,C0919874,http://dbpedia.org/resource/Internal_bleeding,,
,Venous_thromboembolism,C1861172,http://dbpedia.org/resource/Venous_ulcer,,
,Ear_infection,C0699744,http://dbpedia.org/resource/Otitis_interna,,
,Tenderness,C0234233,http://dbpedia.org/resource/Tenderness,,
,Liver_disorder,C0023895,http://dbpedia.org/resource/Liver_disease,,
,Dementia,C0497327,http://dbpedia.org/resource/Dementia_(1955_film),,
,Myelosuppression,C0854467,http://dbpedia.org/resource/Bone_marrow_suppression,,
,Sinus_headache,C0037195,http://dbpedia.org/resource/Paracetamol,,
,Developmental_delay,C0424605,http://dbpedia.org/resource/Global_developmental_delay,,
,Acute_respiratory_distress_syndrome,C0035222,http://dbpedia.org/resource/Acute_respiratory_distress_syndrome,,
,Type_I_hypersensitivity,C0020523,http://dbpedia.org/resource/Type_I_hypersensitivity,,
,Serum_potassium_increased,C0553704,http://dbpedia.org/resource/Serum,,
,Application_site_pruritus,C0853714,http://dbpedia.org/resource/Itch,,
,Thinking_abnormal,C0233632,http://dbpedia.org/resource/Thought,,
,Sputum_increased,C0235567,http://dbpedia.org/resource/Sputum,,
,Venoocclusive_liver_disease,C0019156,http://dbpedia.org/resource/Pulmonary_venoocclusive_disease,,
,Tumour_lysis_syndrome,C0041364,http://dbpedia.org/resource/Tumor_lysis_syndrome,,
,Aggressive_reaction,C1457883,http://dbpedia.org/resource/Massive_Aggressive,,
,Postoperative_wound_infection,C0038941,http://dbpedia.org/resource/Postoperative_wounds,,
,Functional_gastrointestinal_disorder,C0559031,http://dbpedia.org/resource/Functional_gastrointestinal_disorder,,
,Ventricular_bigeminy,C0262662,http://dbpedia.org/resource/Bigeminy,,
,Muscle_fatigue,C0242979,http://dbpedia.org/resource/Muscle_fatigue,,
,Orgasm_abnormal,C0029261,http://dbpedia.org/resource/Orgasm,,
,Drug_dependence,C1510472,http://dbpedia.org/resource/Alcohol_and_drug_dependence,,
,Hypertension_worsened,C0235750,http://dbpedia.org/resource/Hypertension,,
,Edema_hands,C0239819,http://dbpedia.org/resource/Edema,,
,Jarisch-Herxheimer_reaction,C0259756,http://dbpedia.org/resource/Jarisch–Herxheimer_reaction,,
,Staphylococcal_infection,C0038160,http://dbpedia.org/resource/Staphylococcal_infection,,
,Swollen_tongue,C0236068,http://dbpedia.org/resource/Swollen_Heaps,,
,Muscle_fibrosis,C0877009,http://dbpedia.org/resource/Fibrosis,,
,Schizophrenic_reaction,C0151898,http://dbpedia.org/resource/Schizophrenic_number,,
,Phosphorus_low,C0920102,http://dbpedia.org/resource/Phosphorus,,
,Pseudomembranous_enterocolitis,C0014358,http://dbpedia.org/resource/Necrotizing_enterocolitis,,
,Spine_malformation,C0158775,http://dbpedia.org/resource/Spine,,
,Retinal_vein_thrombosis,C1527411,http://dbpedia.org/resource/Deep_vein_thrombosis,,
,Polyomavirus-associated_nephropathy,C1696946,http://dbpedia.org/resource/HIV-associated_nephropathy,,
,Feeling_drunk,C0522172,http://dbpedia.org/resource/Feeling,,
,Muscle_contracture,C0009917,http://dbpedia.org/resource/Muscle_contracture,,
,Panic_reaction,C0030318,http://dbpedia.org/resource/Panic,,
,Multi-organ_failure,C0026766,http://dbpedia.org/resource/Multiple_organ_dysfunction_syndrome,,
,Elevated_mood,C0233479,http://dbpedia.org/resource/Mood,,
,Pelvic_inflammatory_disease,C0242172,http://dbpedia.org/resource/Pelvic_inflammatory_disease,,
,Hair_discoloration,C0151689,http://dbpedia.org/resource/Tooth_discoloration,,
,Ocular_hyperaemia,C0155169,http://dbpedia.org/resource/Hyperaemia,,
,Breast_cancer,C0006142,http://dbpedia.org/resource/Breast_cancer_activist,,
,Ulcer,C0041582,http://dbpedia.org/resource/Ulcerate,,
,Abdominal_infection,C1112209,http://dbpedia.org/resource/Infection_(disambiguation),,
,Vaginal_discharge,C0227791,http://dbpedia.org/resource/Vaginal_discharge,,
,Abrasion_NOS,C1302752,http://dbpedia.org/resource/Abrasion,,
,Necrolysis_epidermal,C0151626,http://dbpedia.org/resource/Epidermal_necrolysis,,
,Small_intestinal_obstruction,C0235329,http://dbpedia.org/resource/Intestinal_pseudoobstruction,,
,Hysteria,C0020701,http://dbpedia.org/resource/Hysteria_(Anna_Abreu_song),,
,Localised_infection,C0016397,http://dbpedia.org/resource/Morphea,,
,Influenza-like_symptoms,C0392171,http://dbpedia.org/resource/Influenza-like_illness,,
,Wegener's_granulomatosis,C0043092,http://dbpedia.org/resource/Granulomatosis_with_polyangiitis,,
,Dentofacial_anomaly,C0155947,http://dbpedia.org/resource/Dentofacial_osteotomy,,
,Loose_stools,C2129214,http://dbpedia.org/resource/Loose_Loose_Arappiri_Loose,,
,Synovial_cyst,C0085648,http://dbpedia.org/resource/Synovial,,
,Injection_site_pruritus,C0852995,http://dbpedia.org/resource/Injection_site_reaction,,
,Glomerulonephritis_minimal_lesion,C1704320,http://dbpedia.org/resource/Minimal_change_disease,,
,Cystitis_haemorrhagic,C0085692,http://dbpedia.org/resource/Interstitial_cystitis,,
,Vasodilation,C0042401,http://dbpedia.org/resource/Vasodilation,,
,Haematocrit_decreased,C0744727,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Local_throat_irritation,C0542075,http://dbpedia.org/resource/Throat_irritation,,
,Corneal_lesion,C0151571,http://dbpedia.org/resource/Lesion,,
,Blood_culture_positive,C0740299,http://dbpedia.org/resource/Blood_culture,,
,Vaginal_discomfort,C0236080,http://dbpedia.org/resource/Osteomyelitis,,
,White_blood_cell_disorder,C0023510,http://dbpedia.org/resource/White_blood_cell,,
,Psychotic_depression,C0270458,http://dbpedia.org/resource/Psychotic_depression,,
,Application_site_folliculitis,C1167675,http://dbpedia.org/resource/Folliculitis,,
,Balance_disorder,C0575090,http://dbpedia.org/resource/Balance_disorder,,
,Disturbance_in_attention,C0233414,http://dbpedia.org/resource/Disturbance,,
,Myoclonic_epilepsy,C0014550,http://dbpedia.org/resource/Myoclonic_epilepsy,,
,Hand_and_foot_syndrome_secondary_to_sickle_cell_anaemia,C0852711,http://dbpedia.org/resource/Chemotherapy-induced_acral_erythema,,
,Xerosis,C0259817,http://dbpedia.org/resource/Xerophthalmia,,
,Tetanus-like,C0235069,http://dbpedia.org/resource/Tetanus,,
,Granuloma,C0018188,http://dbpedia.org/resource/Granulomatous_amoebic_encephalitis,,
,Sinus_pain,C0522251,http://dbpedia.org/resource/Paracetamol,,
,Herpes_labialis,C0019345,http://dbpedia.org/resource/Herpes_labialis,,
,Eye_bleeding,C0423008,http://dbpedia.org/resource/Bleeding,,
,Skin_cancer,C0007114,http://dbpedia.org/resource/Skin_cancer_in_horses,,
,Adverse_reaction,C0559546,http://dbpedia.org/resource/Adverse_reaction_to_biologic_agents,,
,Gastroenteritis_yersinia,C0853198,http://dbpedia.org/resource/Gastroenteritis,,
,Sudden_onset_of_sleep,C0919582,http://dbpedia.org/resource/Sleep_onset,,
,Dysthymic_disorder,C0013415,http://dbpedia.org/resource/Disorder,,
,Cyanosis_peripheral,C0235532,http://dbpedia.org/resource/Cyanosis,,
,Fixed_eruption,C0151629,http://dbpedia.org/resource/Types_of_volcanic_eruptions,,
,Ulcerative_stomatitis,C0038367,http://dbpedia.org/resource/Stomatitis,,
,Retroperitoneal_haemorrhage,C0151705,http://dbpedia.org/resource/Internal_bleeding,,
,Cholesterol_serum_elevated,C0595929,http://dbpedia.org/resource/Cholesterol,,
,Gingival_pain,C0239739,http://dbpedia.org/resource/Epulis,,
,Disorder_birth,C0242354,http://dbpedia.org/resource/Perinatal_asphyxia,,
,Jaundice_cholestatic,C0022354,http://dbpedia.org/resource/Jaundice,,
,Puncture_site_haemorrhage,C0919883,http://dbpedia.org/resource/Internal_bleeding,,
,Aphakic_cystoid_macular_oedema,C0920195,http://dbpedia.org/resource/Pulmonary_edema,,
,Arteritic_anterior_ischaemic_optic_neuropathy,C2242711,http://dbpedia.org/resource/Arteritic_anterior_ischemic_optic_neuropathy,,
,Multiple_congenital_abnormalities,C0000772,http://dbpedia.org/resource/Multiple_abnormalities,,
,Sleep_talking,C0542313,http://dbpedia.org/resource/Sleep_Talking,,
,Herpes_simplex_dermatitis,C0854331,http://dbpedia.org/resource/Eczema_herpeticum,,
,Foetal_death,C0015927,http://dbpedia.org/resource/Foetal_impairment,,
,Skin_discomfort,C0863084,http://dbpedia.org/resource/Osteomyelitis,,
,Small_bowel_angioedema,C0948050,http://dbpedia.org/resource/Small_intestine,,
,Enteritis,C0014335,http://dbpedia.org/resource/Enteritis,,
,Hemorrhage_abnormal,C0741553,http://dbpedia.org/resource/Bleeding,,
,Anxiety_attack,C0700031,http://dbpedia.org/resource/Anxiety,,
,Hepatic_cancer,C0345904,http://dbpedia.org/resource/Liver_cancer,,
,Pseudodementia,C0033797,http://dbpedia.org/resource/Pseudodementia,,
,Blood_bilirubin_decreased,C0877336,http://dbpedia.org/resource/Bilirubin,,
,Progressive_multifocal_leukoencephalopathy,C0023524,http://dbpedia.org/resource/Progressive_multifocal_leukoencephalopathy,,
,Osteoporotic_fracture,C0521170,http://dbpedia.org/resource/Osteoporotic,,
,Psychiatric_decompensation,C0748055,http://dbpedia.org/resource/Decompensation,,
,Angiomyolipoma,C0206633,http://dbpedia.org/resource/Angiomyolipoma,,
,Lung_infection,C0876973,http://dbpedia.org/resource/Paragonimiasis,,
,Nerve_paralysis,C0262576,http://dbpedia.org/resource/Sixth_nerve_palsy,,
,Gallbladder_sludge,C0860209,http://dbpedia.org/resource/Gallbladder,,
,Nail_disorder,C0027339,http://dbpedia.org/resource/Primary_hypertrophic_osteoathropathy,,
,Fluid_retention,C0268000,http://dbpedia.org/resource/Premenstrual_fluid_retention,,
,Uterine_disorder,C0042131,http://dbpedia.org/resource/Uterus,,
,Vulvovaginal_pruritus,C1112214,http://dbpedia.org/resource/Itch,,
,Excoriation,C0015256,http://dbpedia.org/resource/Excoriation_disorder,,
,Compartment_syndrome,C0009492,http://dbpedia.org/resource/Compartment_syndrome,,
,Injection_site_discolouration,C0948991,http://dbpedia.org/resource/Injection_site_reaction,,
,Postnasal_drip,C0032781,http://dbpedia.org/resource/DRIP,,
,Mesenteric_occlusion,C0151815,http://dbpedia.org/resource/Occlusion,,
,Idiopathic_thrombocytopenic_purpura,C0043117,http://dbpedia.org/resource/Idiopathic_thrombocytopenic_purpura,,
,Catheter_site_haemorrhage,C0920166,http://dbpedia.org/resource/Internal_bleeding,,
,Decreased_interest,C0424091,http://dbpedia.org/resource/Decreased_peripheral_perfusion,,
,Mucosal_ulceration,C0236053,http://dbpedia.org/resource/Corneal_ulcer,,
,Edema_of_lower_extremities,C0239340,http://dbpedia.org/resource/Extremities,,
,Eye_discharge,C0423006,http://dbpedia.org/resource/Discharge,,
,Rheumatic_disorder,C3495832,http://dbpedia.org/resource/Rheumatism,,
,Local_swelling,C0853619,http://dbpedia.org/resource/Swelling,,
,Abscess_limb,C0578455,http://dbpedia.org/resource/Abscess,,
,Autonomic_nervous_system_imbalance,C0262385,http://dbpedia.org/resource/Autonomic_nervous_system,,
,Bronchoconstriction,C0079043,http://dbpedia.org/resource/Bronchoconstriction,,
,Traumatic_haematoma,C0549453,http://dbpedia.org/resource/Epidural_hematoma,,
,Lip_dry,C0555724,http://dbpedia.org/resource/Lip,,
,Oropharyngeal_pain,C2363731,http://dbpedia.org/resource/Buccopharyngeal_membrane,,
,Vitreous_opacities,C0152006,http://dbpedia.org/resource/Vitreous,,
,Fasting,C0015663,http://dbpedia.org/resource/Fasting,,
,Coordination_disturbance,C0858589,http://dbpedia.org/resource/Disturbance,,
,Electrocardiogram_ST-T_change,C0919620,http://dbpedia.org/resource/Electrocardiography,,
,Genital_itching_female,C0521634,http://dbpedia.org/resource/Female_genital_disease,,
,Urate_nephropathy,C2955673,http://dbpedia.org/resource/Acute_uric_acid_nephropathy,,
,Tuberculosis,C0041296,http://dbpedia.org/resource/Tuberculosis,,
,Peripheral_ischaemia,C0235490,http://dbpedia.org/resource/Ischemia,,
,Localized_exfoliation,C0520893,http://dbpedia.org/resource/Exfoliation,,
,Hypoaesthesia_eye,C0854097,http://dbpedia.org/resource/Eye_Eye,,
,Abnormal_sleep-related_event,C0855246,http://dbpedia.org/resource/Bruxism,,
,Abdominal_distress,C0235295,http://dbpedia.org/resource/Distraint,,
,Anal_pruritus,C0033775,http://dbpedia.org/resource/Itch,,
,Ovulation_disorder,C1411873,http://dbpedia.org/resource/Ovulation,,
,Lightheadedness,C0220870,http://dbpedia.org/resource/Lightheadedness,,
,Hip_fracture,C0019557,http://dbpedia.org/resource/Hip_fracture,,
,Erection_prolonged,C2242621,http://dbpedia.org/resource/Erection,,
,Neutropenic_infection,C1167779,http://dbpedia.org/resource/Neutropenic_enterocolitis,,
,Injection_site_abscess,C0151464,http://dbpedia.org/resource/Injection_site_reaction,,
,Clostridium_difficile_colitis,C0238106,http://dbpedia.org/resource/Clostridium_difficile_colitis,,
,Bacterial_infection,C0004623,http://dbpedia.org/resource/Hospital_bacterial_infection,,
,Hypogammaglobulinaemia,C0086438,http://dbpedia.org/resource/Hypogammaglobulinemia,,
,Pancreatic_disorder,C0030286,http://dbpedia.org/resource/Exocrine_pancreatic_insufficiency,,
,Pain_of_skin,C0241136,http://dbpedia.org/resource/Skin,,
,Balanoposthitis,C0004691,http://dbpedia.org/resource/Balanoposthitis,,
,Difficulty_focusing_eyes,C0541881,http://dbpedia.org/resource/Difficulty,,
,CNS_depression_NOS,C0151559,http://dbpedia.org/resource/Central_nervous_system_depression,,
,Herpes_dermatitis,C1262170,http://dbpedia.org/resource/Eczema_herpeticum,,
,Dystonia,C0393593,http://dbpedia.org/resource/Dystonia,,
,Infusion_site_erythema,C0877365,http://dbpedia.org/resource/Infusion,,
,Serum_total_protein_decreased,C0860703,http://dbpedia.org/resource/Serum_total_protein,,
,Anorectal_disorder,C0687707,http://dbpedia.org/resource/Anorectal_disorder,,
,Soft_tissue_disorder,C0263978,http://dbpedia.org/resource/Soft_tissue_disorder,,
,Oral_discomfort,C0399459,http://dbpedia.org/resource/Osteomyelitis,,
,Ovarian_failure,C0747102,http://dbpedia.org/resource/Premature_ovarian_failure,,
,Cerebrovascular_infarction,C1262200,http://dbpedia.org/resource/Infarction,,
,Blood_cholesterol_increased,C0595930,http://dbpedia.org/resource/Cholesterol,,
,Cushing's_syndrome,C0010481,http://dbpedia.org/resource/Cushing's_syndrome,,
,Toxic_shock_syndrome,C0600327,http://dbpedia.org/resource/Toxic_shock_syndrome,,
,Drug_ineffective,C0852908,http://dbpedia.org/resource/Ineffective_erythropoiesis,,
,Tetanus,C0039614,http://dbpedia.org/resource/Tetanus,,
,Pleuritic_pain,C0008033,http://dbpedia.org/resource/Pain,,
,Colitis_microscopic,C0400821,http://dbpedia.org/resource/Microscopic_colitis,,
,Application_site_induration,C1535849,http://dbpedia.org/resource/Idiopathic_pulmonary_haemosiderosis,,
,Vulval_disorder,C0042994,http://dbpedia.org/resource/Vulvar_cancer,,
,Prinzmetal_angina,C0002963,http://dbpedia.org/resource/Angina_pectoris,,
,Rhinitis_allergic,C2607914,http://dbpedia.org/resource/Allergic_rhinitis,,
,Liver_injury,C0160390,http://dbpedia.org/resource/Liver_injury,,
,Trembling,C0234369,http://dbpedia.org/resource/Trembling_aspen,,
,Breast_feeding,C0006147,http://dbpedia.org/resource/The_Feeding,,
,Waxy_flexibility,C0233612,http://dbpedia.org/resource/Waxy_flexibility,,
,Pseudoparkinsonism,C0542165,,,
,Ear_disorder,C0013447,http://dbpedia.org/resource/Ear_disease,,
,Frequent_bowel_movements,C0239978,http://dbpedia.org/resource/Bowel_obstruction,,
,Hepatic_enzyme_abnormal,C0438237,http://dbpedia.org/resource/Enzyme,,
,BK_virus_infection,C1096691,http://dbpedia.org/resource/BK_virus,,
,Bradycardia_foetal,C0410919,http://dbpedia.org/resource/Bradycardia,,
,Psychosomatic_disease,C0033931,http://dbpedia.org/resource/Psychosomatic_medicine,,
,Eczema_exacerbated,C0853246,http://dbpedia.org/resource/Eczema,,
,Pleural_fibrosis,C2720436,http://dbpedia.org/resource/Fibrosis,,
,Feeling_of_body_temperature_change,C0549385,http://dbpedia.org/resource/Body_Temperature_(film),,
,Ageusia,C2364111,http://dbpedia.org/resource/Ageusia,,
,Acute_migraine,C1740836,http://dbpedia.org/resource/Migraine,,
,Yawning,C0043387,http://dbpedia.org/resource/Yawning_Glacier,,
,Congenital_central_nervous_system_anomaly,C0151490,http://dbpedia.org/resource/Central_nervous_system,,
,Abnormal_labour,C0013418,http://dbpedia.org/resource/Abnormal_cannabidiol,,
,Iris_hyperpigmentation,C0877306,http://dbpedia.org/resource/Hyperpigmentation,,
,Burning_in_throat,C0562057,http://dbpedia.org/resource/Throat,,
,Neutropenic_colitis,C0400823,http://dbpedia.org/resource/Neutropenic_enterocolitis,,
,Violent,C0242151,http://dbpedia.org/resource/Violent_disorder,,
,Hypovitaminosis,C1510471,http://dbpedia.org/resource/Hypovitaminosis_A,,
,Retinal_aneurysm,C1535948,http://dbpedia.org/resource/Aneurysm,,
,Lactase_deficiency,C0302813,http://dbpedia.org/resource/Lactase,,
,Fear,C0015726,http://dbpedia.org/resource/Fear,_obligation_and_guilt,
,Injection_site_coldness,C0919593,http://dbpedia.org/resource/Injection_site_reaction,,
,Labyrinthitis,C0022893,http://dbpedia.org/resource/Labyrinthitis,,
,Menstruation_delayed,C0240322,http://dbpedia.org/resource/Menstruation,,
,Transplant_rejection,C0018129,http://dbpedia.org/resource/Transplant_rejection,,
,Cerebellar_ataxia,C0007758,http://dbpedia.org/resource/Cerebellar_ataxia,,
,Lenticular_opacities,C1510497,http://dbpedia.org/resource/Lenticular,,
,Decompensation_cardiac,C1961112,http://dbpedia.org/resource/Decompensation,,
,Blood_iron_decreased,C0853785,http://dbpedia.org/resource/Blood_and_Iron,,
,Strangury,C0241705,http://dbpedia.org/resource/Strangury,,
,International_normalised_ratio_abnormal,C0580417,http://dbpedia.org/resource/Abnormal_cannabidiol,,
,Device_dislocation,C1608950,http://dbpedia.org/resource/Dislocation,,
,Performance_status_decreased,C0877406,http://dbpedia.org/resource/Performance_status,,
,Costochondritis,C0040213,http://dbpedia.org/resource/Costochondritis,,
,Intentional_injury,C0151737,http://dbpedia.org/resource/Intentional_grounding,,
,Lack_of_drug_effect,C0151810,http://dbpedia.org/resource/Lack,,
,Application_site_atrophy,C0392160,http://dbpedia.org/resource/Atrophy,,
,Gastritis_haemorrhagic,C2010560,http://dbpedia.org/resource/Gastritis,,
,Sperm_concentration,C1261167,http://dbpedia.org/resource/The_Sperm,,
,Pitting_edema,C0333243,http://dbpedia.org/resource/Edema,,
,Gastrointestinal_symptom_NOS,C0426576,http://dbpedia.org/resource/Gastrointestinal_symptom,,
,Red_blood_cell_abnormality,C0391870,http://dbpedia.org/resource/Red_blood_cell,,
,Appendicitis,C0003615,http://dbpedia.org/resource/Appendicitis,,
,Faeces_discoloured,C0235315,http://dbpedia.org/resource/Feces,,
,Tongue_neoplasm_malignant_stage_unspecified,C0153349,http://dbpedia.org/resource/Vulvar_cancer,,
,Sodium_high,C0595879,http://dbpedia.org/resource/Sodium,,
,Eosinophil_count_increased,C2240374,http://dbpedia.org/resource/Eosinophilia,,
,Neurodermatitis,C0027822,http://dbpedia.org/resource/Lichen_simplex_chronicus,,
,Vein_disorder,C0235522,http://dbpedia.org/resource/Vein_disorders,,
,Local_reaction,C0853813,http://dbpedia.org/resource/Reaction,,
,Mental_status_changes,C0856054,http://dbpedia.org/resource/Mental_status_examination,,
,Pharyngolaryngeal_pain,C0858635,http://dbpedia.org/resource/Pain,,
,Acute_generalised_exanthematous_pustulosis,C0877055,http://dbpedia.org/resource/Acute_generalized_exanthematous_pustulosis,,
,Mantle_cell_lymphoma,C0334634,http://dbpedia.org/resource/Mantle_cell_lymphoma,,
,Mobility_decreased,C0700572,http://dbpedia.org/resource/Mobility,,
,Eye_oedema,C0743680,http://dbpedia.org/resource/Pulmonary_edema,,
,Ligament_injury,C0435001,http://dbpedia.org/resource/Posterior_cruciate_ligament_injury,,
,Peripheral_swelling,C0877232,http://dbpedia.org/resource/Swelling,,
,Exfoliative_rash,C1608945,http://dbpedia.org/resource/Erythroderma,,
,Pregnancy_test_false_positive,C0151865,http://dbpedia.org/resource/False_pregnancy,,
,Glucose_increased,C0860803,http://dbpedia.org/resource/Increased_Damnation,,
,Varicella,C0008049,http://dbpedia.org/resource/Varicella_(video_game),,
,Neurotoxicity,C0235032,http://dbpedia.org/resource/Neurotoxicity_Research,,
,Cold_hands,C0424740,http://dbpedia.org/resource/Cold_Hands,,
,Dry_throat,C0235234,http://dbpedia.org/resource/Throat,,
,Virilism,C0042755,http://dbpedia.org/resource/Nihilism,,
,Arachnoiditis,C0003708,http://dbpedia.org/resource/Arachnoiditis,,
,Myasthenic_syndrome,C0549225,http://dbpedia.org/resource/Congenital_myasthenic_syndrome,,
,Major_depression,C1269683,http://dbpedia.org/resource/Major_depressive_disorder,,
,Gravitational_oedema,C0235437,http://dbpedia.org/resource/Pulmonary_edema,,
,Diabetes_mellitus_exacerbated,C0235398,http://dbpedia.org/resource/Diabetes_mellitus,,
,Injection_site_infection,C0221714,http://dbpedia.org/resource/Injection_site_reaction,,
,Gastric_erosions,C0341177,http://dbpedia.org/resource/Punctate_epithelial_erosions,,
,Pancreatitis_haemorrhagic,C0267940,http://dbpedia.org/resource/Pancreatitis,,
,Electrocardiogram_QRS_complex_abnormal,C0438173,http://dbpedia.org/resource/QRS_complex,,
,Coma_hepatic,C0019147,http://dbpedia.org/resource/Viral_hepatitis,,
,Derealisation,C0233754,http://dbpedia.org/resource/Vernalization,,
,Eyelids_pruritus,C0849918,http://dbpedia.org/resource/Itch,,
,Infarction,C0021308,http://dbpedia.org/resource/Infarction,,
,Female_sexual_arousal_disorder,C0015786,http://dbpedia.org/resource/Female_sexual_arousal_disorder,,
,Radiculopathy,C0700594,http://dbpedia.org/resource/Radiculopathy,,
,Vertigo_positional,C0522351,http://dbpedia.org/resource/Benign_paroxysmal_positional_vertigo,,
,Prostate_carcinoma,C0600139,http://dbpedia.org/resource/The_Prostate,,
,Conjunctival_oedema,C0151601,http://dbpedia.org/resource/Pulmonary_edema,,
,Drug_administration_error,C1536055,http://dbpedia.org/resource/Sublingual_drug_administration,,
,Neonatal_and_infancy_disorder,C0236101,http://dbpedia.org/resource/Benign_familial_neonatal_seizures,,
,Prothrombin_level_decreased,C0553732,http://dbpedia.org/resource/Prothrombin_G20210A,,
,Xerophthalmia,C0043349,http://dbpedia.org/resource/Xerophthalmia,,
,Pituitary_haemorrhage,C0342406,http://dbpedia.org/resource/Internal_bleeding,,
,Leukaemoid_reaction,C0023501,http://dbpedia.org/resource/Reaction,,
,Proctalgia,C0034886,http://dbpedia.org/resource/Proctalgia_fugax,,
,Mucous_membrane_disorder,C0151785,http://dbpedia.org/resource/Mucous_membrane,,
,Thrombosis_in_device,C1262281,http://dbpedia.org/resource/Thrombosis,,
,Purpura_non-thrombocytopenic,C0242461,http://dbpedia.org/resource/Thrombocytopenic_purpura,,
,Atrophic_vulvovaginitis,C0149836,http://dbpedia.org/resource/Vaginal_yeast_infection,,
,Excitability,C0235169,http://dbpedia.org/resource/Electrical_excitability,,
,Hair_colour_changes,C0474378,http://dbpedia.org/resource/Equine_coat_color,,
,Myelitis_transverse,C0026976,http://dbpedia.org/resource/Transverse_myelitis,,
,Blood_phosphorus_decreased,C0877517,http://dbpedia.org/resource/Phosphorus,,
,Eyelash_thickening,C1142112,http://dbpedia.org/resource/Eyelash,,
,Serum_potassium_decreased,C0595885,http://dbpedia.org/resource/Serum,,
,Sickle_cell_anaemia,C0002895,http://dbpedia.org/resource/Sickle_cell_nephropathy,,
,Renal_dysgenesis,C0235964,http://dbpedia.org/resource/Dysgenesis,,
,Mastitis_acute_female,C0235667,http://dbpedia.org/resource/Mastitis,,
,Nail_changes,C0234909,http://dbpedia.org/resource/Drug-induced_nail_changes,,
,Palmar-plantar_erythrodysaesthesia_syndrome,C0549410,http://dbpedia.org/resource/Palmar,,
,Drug_withdrawal_syndrome_neonatal,C0027609,http://dbpedia.org/resource/Neonatal_withdrawal,,
,Application_site_exfoliation,C1610049,http://dbpedia.org/resource/Exfoliation,,
,Viral_skin_infection,C0162628,http://dbpedia.org/resource/Viral_disease,,
,Sensory_loss,C0278134,http://dbpedia.org/resource/Sensory_loss,,
,Abscess_periodontal,C0031085,http://dbpedia.org/resource/Periodontal_abscess,,
,Retinitis,C0035333,http://dbpedia.org/resource/Retinitis_pigmentosa_GTPase_regulator,,
,Graft_versus_host_disease,C0018133,http://dbpedia.org/resource/Graft-versus-host_disease,,
